circuit_width,circuit_depth,u1,u2,u3,cx,hamming_weight,25_observed_state_prob,50_observed_state_prob,75_observed_state_prob,25_frc_state_error,50_frc_state_error,75_frc_state_error,25_frc_program_error,50_frc_program_error,75_frc_program_error,true_probability,state_name
5,4,5,4,3,4,1,1.0,2.0,3.0,0.0,1.0,1.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,00010
5,4,5,4,3,4,2,22.0,25.0,28.000000000000004,0.0,0.0,0.0,65.00000000000001,68.00000000000001,71.00000000000001,25.0,00011
5,4,5,4,3,4,1,0.0,1.0,2.0,9.0,11.0,13.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,00100
5,4,5,4,3,4,2,0.0,0.0,0.0,0.0,0.0,1.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,00101
5,4,5,4,3,4,2,0.0,0.0,1.0,0.0,0.0,1.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,00110
5,4,5,4,3,4,3,1.0,2.0,3.0,0.0,0.0,0.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,00111
5,4,5,4,3,4,1,8.0,10.0,11.25,19.0,22.0,25.0,65.00000000000001,68.00000000000001,71.00000000000001,11.0,01000
5,4,5,4,3,4,2,1.0,1.0,2.0,0.0,1.0,2.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,01001
5,4,5,4,3,4,2,1.0,2.0,3.0,0.0,0.0,1.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,01010
5,4,5,4,3,4,3,15.0,18.0,20.0,0.0,0.0,0.0,65.00000000000001,68.00000000000001,71.00000000000001,25.0,01011
5,4,5,4,3,4,2,0.0,1.0,2.0,6.0,7.000000000000001,9.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,01100
5,4,5,4,3,4,3,0.0,0.0,0.0,0.0,0.0,1.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,01101
5,4,5,4,3,4,3,0.0,0.0,0.0,0.0,0.0,0.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,01110
5,4,5,4,3,4,4,1.0,1.5,2.0,0.0,0.0,0.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,01111
5,4,5,4,3,4,1,2.0,3.0,4.0,3.0,4.0,5.0,65.00000000000001,68.00000000000001,71.00000000000001,2.0,10000
5,4,5,4,3,4,2,0.0,0.0,1.0,0.0,0.0,0.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,10001
5,4,5,4,3,4,2,0.0,0.0,1.0,0.0,0.0,0.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,10010
5,4,5,4,3,4,3,4.75,6.0,7.000000000000001,0.0,0.0,0.0,65.00000000000001,68.00000000000001,71.00000000000001,9.0,10011
5,4,5,4,3,4,2,0.0,0.0,0.25,6.0,8.0,10.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,10100
5,4,5,4,3,4,3,0.0,0.0,0.0,0.0,0.0,1.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,10101
5,4,5,4,3,4,3,0.0,0.0,0.0,0.0,0.0,0.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,10110
5,4,5,4,3,4,4,0.0,1.0,1.0,0.0,0.0,0.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,10111
5,4,5,4,3,4,2,1.0,2.0,3.0,2.0,3.0,4.0,65.00000000000001,68.00000000000001,71.00000000000001,3.0,11000
5,4,5,4,3,4,3,0.0,0.0,1.0,0.0,0.0,0.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,11001
5,4,5,4,3,4,3,0.0,0.0,1.0,0.0,0.0,0.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,11010
5,4,5,4,3,4,4,3.0,4.0,6.0,0.0,0.0,0.0,65.00000000000001,68.00000000000001,71.00000000000001,10.0,11011
5,4,5,4,3,4,3,0.0,0.0,0.0,3.0,5.0,6.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,11100
5,4,5,4,3,4,4,0.0,0.0,0.0,0.0,0.0,1.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,11101
5,4,5,4,3,4,4,0.0,0.0,0.0,0.0,0.0,0.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,11110
5,4,5,4,3,4,5,0.0,0.0,1.0,0.0,0.0,0.0,65.00000000000001,68.00000000000001,71.00000000000001,0.0,11111
4,1,1,0,1,1,0,48.0,51.0,54.0,92.0,93.0,95.0,92.0,93.0,95.0,51.0,0000
4,1,1,0,1,1,1,2.0,3.0,4.0,0.0,0.0,1.0,92.0,93.0,95.0,0.0,0001
4,1,1,0,1,1,1,0.0,1.0,2.0,0.0,0.0,0.0,92.0,93.0,95.0,0.0,0010
4,1,1,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,92.0,93.0,95.0,0.0,0011
4,1,1,0,1,1,1,4.0,5.0,6.0,0.0,1.0,1.0,92.0,93.0,95.0,0.0,0100
4,1,1,0,1,1,2,0.0,0.0,1.0,0.0,0.0,0.0,92.0,93.0,95.0,0.0,0101
4,1,1,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,92.0,93.0,95.0,0.0,0110
4,1,1,0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,92.0,93.0,95.0,0.0,0111
4,1,1,0,1,1,1,28.999999999999996,33.0,36.0,75.0,78.0,81.0,92.0,93.0,95.0,49.0,1000
4,1,1,0,1,1,2,1.0,2.0,2.0,2.0,3.5000000000000004,5.0,92.0,93.0,95.0,0.0,1001
4,1,1,0,1,1,2,0.0,1.0,1.0,1.0,2.0,2.0,92.0,93.0,95.0,0.0,1010
4,1,1,0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,92.0,93.0,95.0,0.0,1011
4,1,1,0,1,1,2,2.0,3.0,4.25,6.0,8.0,9.0,92.0,93.0,95.0,0.0,1100
4,1,1,0,1,1,3,0.0,0.0,0.25,0.0,0.0,1.0,92.0,93.0,95.0,0.0,1101
4,1,1,0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,92.0,93.0,95.0,0.0,1110
4,1,1,0,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,92.0,93.0,95.0,0.0,1111
4,5,2,2,2,7,0,5.0,8.0,9.0,92.0,94.0,95.0,92.00000000000001,94.00000000000001,95.00000000000001,2.0,0000
4,5,2,2,2,7,1,0.0,0.0,1.0,2.0,3.5000000000000004,5.0,92.00000000000001,94.00000000000001,95.00000000000001,0.0,0001
4,5,2,2,2,7,1,1.0,2.0,3.0,2.0,3.0,5.0,92.00000000000001,94.00000000000001,95.00000000000001,0.0,0010
4,5,2,2,2,7,2,0.0,0.0,1.0,1.0,2.0,3.0,92.00000000000001,94.00000000000001,95.00000000000001,1.0,0011
4,5,2,2,2,7,1,1.0,2.0,3.0,4.0,5.0,7.000000000000001,92.00000000000001,94.00000000000001,95.00000000000001,0.0,0100
4,5,2,2,2,7,2,0.0,0.0,1.0,1.0,2.0,3.0,92.00000000000001,94.00000000000001,95.00000000000001,0.0,0101
4,5,2,2,2,7,2,5.0,6.0,8.0,24.75,27.500000000000004,30.0,92.00000000000001,94.00000000000001,95.00000000000001,3.0,0110
4,5,2,2,2,7,3,0.0,0.0,1.0,4.0,6.0,7.000000000000001,92.00000000000001,94.00000000000001,95.00000000000001,0.0,0111
4,5,2,2,2,7,1,30.0,33.0,37.0,4.0,5.0,6.25,92.00000000000001,94.00000000000001,95.00000000000001,48.0,1000
4,5,2,2,2,7,2,1.0,1.0,2.0,15.0,18.0,20.25,92.00000000000001,94.00000000000001,95.00000000000001,0.0,1001
4,5,2,2,2,7,2,5.0,6.0,8.0,0.75,1.5,2.0,92.00000000000001,94.00000000000001,95.00000000000001,0.0,1010
4,5,2,2,2,7,3,1.0,2.0,3.0,1.7500000000000002,3.0,4.0,92.00000000000001,94.00000000000001,95.00000000000001,5.0,1011
4,5,2,2,2,7,2,4.0,5.0,7.000000000000001,1.0,2.0,3.0,92.00000000000001,94.00000000000001,95.00000000000001,0.0,1100
4,5,2,2,2,7,3,1.0,2.0,4.0,1.0,2.0,3.0,92.00000000000001,94.00000000000001,95.00000000000001,2.0,1101
4,5,2,2,2,7,3,25.0,28.000000000000004,31.0,2.0,3.0,5.0,92.00000000000001,94.00000000000001,95.00000000000001,39.0,1110
4,5,2,2,2,7,4,0.0,1.0,2.0,6.0,8.0,11.0,92.00000000000001,94.00000000000001,95.00000000000001,0.0,1111
5,3,2,2,1,5,0,9.0,12.0,14.000000000000002,76.0,79.0,82.0,76.0,79.0,82.0,12.0,00000
5,3,2,2,1,5,1,0.0,0.5,1.0,0.0,0.0,1.0,76.0,79.0,82.0,0.0,00001
5,3,2,2,1,5,1,8.0,11.0,12.0,13.0,15.5,19.0,76.0,79.0,82.0,10.0,00010
5,3,2,2,1,5,2,0.0,0.0,1.0,0.0,0.0,1.0,76.0,79.0,82.0,0.0,00011
5,3,2,2,1,5,1,0.0,1.0,2.0,0.0,1.0,2.0,76.0,79.0,82.0,0.0,00100
5,3,2,2,1,5,2,0.0,0.0,0.0,0.0,0.0,0.0,76.0,79.0,82.0,0.0,00101
5,3,2,2,1,5,2,0.0,1.0,2.0,0.0,1.0,1.25,76.0,79.0,82.0,0.0,00110
5,3,2,2,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,76.0,79.0,82.0,0.0,00111
5,3,2,2,1,5,1,9.0,11.0,12.0,0.0,1.0,2.0,76.0,79.0,82.0,10.0,01000
5,3,2,2,1,5,2,0.0,0.0,1.0,0.0,0.0,0.0,76.0,79.0,82.0,0.0,01001
5,3,2,2,1,5,2,7.000000000000001,9.0,12.0,0.0,0.0,1.0,76.0,79.0,82.0,14.000000000000002,01010
5,3,2,2,1,5,3,0.0,0.5,1.0,0.0,0.0,0.0,76.0,79.0,82.0,0.0,01011
5,3,2,2,1,5,2,0.0,1.0,1.0,0.0,0.0,0.0,76.0,79.0,82.0,0.0,01100
5,3,2,2,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,76.0,79.0,82.0,0.0,01101
5,3,2,2,1,5,3,0.0,1.0,2.0,0.0,0.0,0.0,76.0,79.0,82.0,0.0,01110
5,3,2,2,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,76.0,79.0,82.0,0.0,01111
5,3,2,2,1,5,1,9.0,12.0,14.000000000000002,26.0,30.0,33.0,76.0,79.0,82.0,13.0,10000
5,3,2,2,1,5,2,0.0,1.0,1.0,0.0,1.0,1.0,76.0,79.0,82.0,0.0,10001
5,3,2,2,1,5,2,9.0,11.0,13.0,20.0,23.0,25.25,76.0,79.0,82.0,17.0,10010
5,3,2,2,1,5,3,0.0,0.0,1.0,0.0,0.0,1.0,76.0,79.0,82.0,0.0,10011
5,3,2,2,1,5,2,0.0,1.0,1.0,1.0,1.0,2.0,76.0,79.0,82.0,0.0,10100
5,3,2,2,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,76.0,79.0,82.0,0.0,10101
5,3,2,2,1,5,3,0.0,1.0,2.0,0.0,1.0,2.0,76.0,79.0,82.0,0.0,10110
5,3,2,2,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,76.0,79.0,82.0,0.0,10111
5,3,2,2,1,5,2,8.0,11.0,13.25,1.0,2.0,2.0,76.0,79.0,82.0,6.0,11000
5,3,2,2,1,5,3,0.0,0.0,1.0,0.0,0.0,0.0,76.0,79.0,82.0,0.0,11001
5,3,2,2,1,5,3,8.0,10.0,13.0,0.0,0.0,1.0,76.0,79.0,82.0,18.0,11010
5,3,2,2,1,5,4,0.0,0.0,1.0,0.0,0.0,0.0,76.0,79.0,82.0,0.0,11011
5,3,2,2,1,5,3,0.0,1.0,2.0,0.0,0.0,0.0,76.0,79.0,82.0,0.0,11100
5,3,2,2,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,76.0,79.0,82.0,0.0,11101
5,3,2,2,1,5,4,0.0,1.0,1.0,0.0,0.0,0.0,76.0,79.0,82.0,0.0,11110
5,3,2,2,1,5,5,0.0,0.0,0.0,0.0,0.0,0.0,76.0,79.0,82.0,0.0,11111
3,2,0,1,1,2,0,58.74999999999999,62.0,64.25,71.75,75.0,78.0,71.75,75.0,78.0,72.0,000
3,2,0,1,1,2,1,24.0,26.5,30.0,61.0,65.0,67.0,71.75,75.0,78.0,28.000000000000004,001
3,2,0,1,1,2,1,0.0,1.0,2.0,0.0,0.0,1.0,71.75,75.0,78.0,0.0,010
3,2,0,1,1,2,2,0.0,1.0,1.0,0.0,1.0,2.0,71.75,75.0,78.0,0.0,011
3,2,0,1,1,2,1,4.0,6.0,7.000000000000001,1.0,2.0,3.0,71.75,75.0,78.0,0.0,100
3,2,0,1,1,2,2,2.0,3.0,4.0,5.0,6.0,7.000000000000001,71.75,75.0,78.0,0.0,101
3,2,0,1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,71.75,75.0,78.0,0.0,110
3,2,0,1,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,71.75,75.0,78.0,0.0,111
5,5,6,3,4,6,0,3.0,4.0,5.0,96.0,97.0,98.0,96.00000000000001,97.00000000000003,98.00000000000001,1.0,00000
5,5,6,3,4,6,1,9.0,11.0,13.0,0.0,0.0,1.0,96.00000000000001,97.00000000000003,98.00000000000001,6.0,00001
5,5,6,3,4,6,1,1.0,2.0,3.0,18.0,20.5,23.0,96.00000000000001,97.00000000000003,98.00000000000001,4.0,00010
5,5,6,3,4,6,2,3.0,4.0,6.0,2.0,2.0,4.0,96.00000000000001,97.00000000000003,98.00000000000001,6.0,00011
5,5,6,3,4,6,1,3.0,4.0,6.0,0.0,1.0,1.0,96.00000000000001,97.00000000000003,98.00000000000001,2.0,00100
5,5,6,3,4,6,2,2.0,3.0,3.25,0.0,0.0,1.0,96.00000000000001,97.00000000000003,98.00000000000001,2.0,00101
5,5,6,3,4,6,2,1.0,2.0,2.25,5.0,7.000000000000001,8.25,96.00000000000001,97.00000000000003,98.00000000000001,1.0,00110
5,5,6,3,4,6,3,0.0,1.0,2.0,1.0,2.0,4.0,96.00000000000001,97.00000000000003,98.00000000000001,2.0,00111
5,5,6,3,4,6,1,3.0,4.0,5.0,1.0,2.0,3.0,96.00000000000001,97.00000000000003,98.00000000000001,3.0,01000
5,5,6,3,4,6,2,9.0,11.0,12.0,0.0,0.0,1.0,96.00000000000001,97.00000000000003,98.00000000000001,7.000000000000001,01001
5,5,6,3,4,6,2,1.0,2.0,2.0,11.0,13.0,16.0,96.00000000000001,97.00000000000003,98.00000000000001,2.0,01010
5,5,6,3,4,6,3,3.0,4.0,5.0,2.0,3.0,4.0,96.00000000000001,97.00000000000003,98.00000000000001,8.0,01011
5,5,6,3,4,6,2,3.0,4.0,6.0,0.0,1.0,2.0,96.00000000000001,97.00000000000003,98.00000000000001,3.0,01100
5,5,6,3,4,6,3,2.0,3.0,4.0,0.0,0.0,1.0,96.00000000000001,97.00000000000003,98.00000000000001,2.0,01101
5,5,6,3,4,6,3,1.0,1.0,2.0,8.0,10.0,12.0,96.00000000000001,97.00000000000003,98.00000000000001,4.0,01110
5,5,6,3,4,6,4,0.0,1.0,2.0,0.0,1.0,2.0,96.00000000000001,97.00000000000003,98.00000000000001,0.0,01111
5,5,6,3,4,6,1,4.75,6.0,8.0,0.0,0.0,1.0,96.00000000000001,97.00000000000003,98.00000000000001,7.000000000000001,10000
5,5,6,3,4,6,2,2.0,3.0,4.0,0.0,0.0,0.0,96.00000000000001,97.00000000000003,98.00000000000001,1.0,10001
5,5,6,3,4,6,2,2.0,3.0,4.0,1.0,2.0,3.0,96.00000000000001,97.00000000000003,98.00000000000001,5.0,10010
5,5,6,3,4,6,3,0.0,1.0,1.0,0.0,0.0,1.0,96.00000000000001,97.00000000000003,98.00000000000001,0.0,10011
5,5,6,3,4,6,2,1.0,2.0,3.0,0.0,0.0,0.0,96.00000000000001,97.00000000000003,98.00000000000001,3.0,10100
5,5,6,3,4,6,3,1.7500000000000002,2.0,3.0,0.0,0.0,0.0,96.00000000000001,97.00000000000003,98.00000000000001,2.0,10101
5,5,6,3,4,6,3,0.0,1.0,1.0,0.0,1.0,2.0,96.00000000000001,97.00000000000003,98.00000000000001,1.0,10110
5,5,6,3,4,6,4,0.0,1.0,2.0,0.0,0.0,0.0,96.00000000000001,97.00000000000003,98.00000000000001,2.0,10111
5,5,6,3,4,6,2,4.0,6.0,8.0,1.0,1.0,2.0,96.00000000000001,97.00000000000003,98.00000000000001,10.0,11000
5,5,6,3,4,6,3,1.0,2.0,4.0,0.0,0.0,1.0,96.00000000000001,97.00000000000003,98.00000000000001,0.0,11001
5,5,6,3,4,6,3,2.0,2.0,4.0,8.0,10.0,13.0,96.00000000000001,97.00000000000003,98.00000000000001,5.0,11010
5,5,6,3,4,6,4,0.0,1.0,1.0,1.0,2.0,4.0,96.00000000000001,97.00000000000003,98.00000000000001,2.0,11011
5,5,6,3,4,6,3,1.0,2.0,2.0,0.0,1.0,2.0,96.00000000000001,97.00000000000003,98.00000000000001,1.0,11100
5,5,6,3,4,6,4,2.0,2.0,4.0,0.0,0.0,0.0,96.00000000000001,97.00000000000003,98.00000000000001,4.0,11101
5,5,6,3,4,6,4,0.0,0.5,1.0,7.000000000000001,9.0,11.0,96.00000000000001,97.00000000000003,98.00000000000001,1.0,11110
5,5,6,3,4,6,5,0.0,1.0,2.0,0.0,1.0,2.0,96.00000000000001,97.00000000000003,98.00000000000001,3.0,11111
4,2,0,0,0,4,0,79.0,81.0,84.0,14.000000000000002,16.000000000000004,18.999999999999993,14.000000000000002,16.000000000000004,19.0,100.0,0000
4,2,0,0,0,4,1,1.0,2.0,4.0,0.0,1.0,2.0,14.000000000000002,16.000000000000004,19.0,0.0,0001
4,2,0,0,0,4,1,3.0,4.0,5.250000000000001,3.0,4.0,6.0,14.000000000000002,16.000000000000004,19.0,0.0,0010
4,2,0,0,0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,14.000000000000002,16.000000000000004,19.0,0.0,0011
4,2,0,0,0,4,1,7.000000000000001,9.0,10.0,1.0,2.0,3.0,14.000000000000002,16.000000000000004,19.0,0.0,0100
4,2,0,0,0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,14.000000000000002,16.000000000000004,19.0,0.0,0101
4,2,0,0,0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,14.000000000000002,16.000000000000004,19.0,0.0,0110
4,2,0,0,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,14.000000000000002,16.000000000000004,19.0,0.0,0111
4,2,0,0,0,4,1,0.0,1.0,2.0,7.000000000000001,8.0,10.0,14.000000000000002,16.000000000000004,19.0,0.0,1000
4,2,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,14.000000000000002,16.000000000000004,19.0,0.0,1001
4,2,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,1.0,14.000000000000002,16.000000000000004,19.0,0.0,1010
4,2,0,0,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,14.000000000000002,16.000000000000004,19.0,0.0,1011
4,2,0,0,0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,14.000000000000002,16.000000000000004,19.0,0.0,1100
4,2,0,0,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,14.000000000000002,16.000000000000004,19.0,0.0,1101
4,2,0,0,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,14.000000000000002,16.000000000000004,19.0,0.0,1110
4,2,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,14.000000000000002,16.000000000000004,19.0,0.0,1111
1,4,3,1,0,0,0,48.0,52.0,55.00000000000001,85.75,88.0,90.0,85.75,88.0,90.0,48.0,0
1,4,3,1,0,0,1,45.0,48.0,52.0,85.75,88.0,90.0,85.75,88.0,90.0,52.0,1
4,4,2,7,1,3,0,0.0,1.0,2.0,95.0,97.0,98.0,95.00000000000001,97.00000000000001,98.00000000000001,0.0,0000
4,4,2,7,1,3,1,6.0,7.000000000000001,8.0,1.0,1.0,2.0,95.00000000000001,97.00000000000001,98.00000000000001,3.0,0001
4,4,2,7,1,3,1,5.0,7.000000000000001,9.0,3.0,4.0,5.0,95.00000000000001,97.00000000000001,98.00000000000001,3.0,0010
4,4,2,7,1,3,2,0.0,1.0,2.0,1.0,1.0,2.0,95.00000000000001,97.00000000000001,98.00000000000001,0.0,0011
4,4,2,7,1,3,1,3.0,4.0,6.0,8.0,9.0,12.0,95.00000000000001,97.00000000000001,98.00000000000001,0.0,0100
4,4,2,7,1,3,2,22.0,25.0,28.250000000000004,2.0,3.0,4.0,95.00000000000001,97.00000000000001,98.00000000000001,30.0,0101
4,4,2,7,1,3,2,21.0,24.0,27.0,8.0,11.0,12.0,95.00000000000001,97.00000000000001,98.00000000000001,38.0,0110
4,4,2,7,1,3,3,2.0,3.0,4.0,3.0,4.0,6.0,95.00000000000001,97.00000000000001,98.00000000000001,1.0,0111
4,4,2,7,1,3,1,0.0,0.0,1.0,15.75,18.0,21.0,95.00000000000001,97.00000000000001,98.00000000000001,0.0,1000
4,4,2,7,1,3,2,2.0,3.0,4.0,5.0,7.000000000000001,8.0,95.00000000000001,97.00000000000001,98.00000000000001,2.0,1001
4,4,2,7,1,3,2,1.0,2.0,3.0,19.0,21.0,24.0,95.00000000000001,97.00000000000001,98.00000000000001,4.0,1010
4,4,2,7,1,3,3,0.0,0.0,1.0,7.000000000000001,8.0,10.0,95.00000000000001,97.00000000000001,98.00000000000001,0.0,1011
4,4,2,7,1,3,2,1.0,1.0,2.0,1.0,2.0,3.0,95.00000000000001,97.00000000000001,98.00000000000001,1.0,1100
4,4,2,7,1,3,3,7.000000000000001,9.0,11.0,0.0,1.0,2.0,95.00000000000001,97.00000000000001,98.00000000000001,7.000000000000001,1101
4,4,2,7,1,3,3,7.000000000000001,9.0,11.0,1.0,3.0,4.0,95.00000000000001,97.00000000000001,98.00000000000001,10.0,1110
4,4,2,7,1,3,4,1.0,1.0,2.0,0.0,1.0,2.0,95.00000000000001,97.00000000000001,98.00000000000001,1.0,1111
2,2,0,0,0,2,0,91.0,93.0,95.0,5.000000000000004,6.999999999999995,8.999999999999996,5.000000000000003,6.999999999999998,8.999999999999998,100.0,00
2,2,0,0,0,2,1,3.0,5.0,6.0,3.0,4.0,6.25,5.000000000000003,6.999999999999998,8.999999999999998,0.0,01
2,2,0,0,0,2,1,1.0,2.0,3.0,1.0,2.0,3.0,5.000000000000003,6.999999999999998,8.999999999999998,0.0,10
2,2,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000003,6.999999999999998,8.999999999999998,0.0,11
1,1,1,0,0,0,0,94.0,96.0,97.0,3.0000000000000027,5.000000000000004,6.000000000000005,3.0000000000000013,5.000000000000003,6.000000000000003,100.0,0
1,1,1,0,0,0,1,3.0,4.0,6.0,3.0,5.0,6.0,3.0000000000000013,5.000000000000003,6.000000000000003,0.0,1
5,4,1,1,4,7,0,0.0,0.0,1.0,64.0,67.0,70.0,64.00000000000001,67.00000000000001,70.0,0.0,00000
5,4,1,1,4,7,1,2.0,4.0,5.0,7.000000000000001,8.0,10.0,64.00000000000001,67.00000000000001,70.0,0.0,00001
5,4,1,1,4,7,1,0.0,0.0,0.0,2.0,4.0,5.0,64.00000000000001,67.00000000000001,70.0,0.0,00010
5,4,1,1,4,7,2,1.0,1.5,2.0,0.0,1.0,1.25,64.00000000000001,67.00000000000001,70.0,0.0,00011
5,4,1,1,4,7,1,0.0,0.0,1.0,12.0,14.000000000000002,16.0,64.00000000000001,67.00000000000001,70.0,0.0,00100
5,4,1,1,4,7,2,2.0,3.0,5.0,2.0,3.0,4.25,64.00000000000001,67.00000000000001,70.0,0.0,00101
5,4,1,1,4,7,2,0.0,0.0,0.0,1.0,1.0,2.0,64.00000000000001,67.00000000000001,70.0,0.0,00110
5,4,1,1,4,7,3,0.0,1.0,2.0,0.0,0.0,1.0,64.00000000000001,67.00000000000001,70.0,0.0,00111
5,4,1,1,4,7,1,0.75,1.0,2.0,2.0,4.0,5.0,64.00000000000001,67.00000000000001,70.0,0.0,01000
5,4,1,1,4,7,2,10.0,11.5,14.000000000000002,1.0,2.0,3.0,64.00000000000001,67.00000000000001,70.0,0.0,01001
5,4,1,1,4,7,2,0.0,1.0,1.0,0.0,0.0,1.0,64.00000000000001,67.00000000000001,70.0,0.0,01010
5,4,1,1,4,7,3,9.0,12.0,14.000000000000002,0.0,0.0,1.0,64.00000000000001,67.00000000000001,70.0,36.0,01011
5,4,1,1,4,7,2,1.0,1.0,2.0,1.0,1.0,2.0,64.00000000000001,67.00000000000001,70.0,1.0,01100
5,4,1,1,4,7,3,5.0,6.0,8.0,0.0,1.0,1.0,64.00000000000001,67.00000000000001,70.0,0.0,01101
5,4,1,1,4,7,3,0.0,0.0,1.0,0.0,0.0,0.0,64.00000000000001,67.00000000000001,70.0,0.0,01110
5,4,1,1,4,7,4,5.0,6.0,8.0,0.0,0.0,1.0,64.00000000000001,67.00000000000001,70.0,15.0,01111
5,4,1,1,4,7,1,1.0,2.0,3.0,8.0,11.0,13.0,64.00000000000001,67.00000000000001,70.0,0.0,10000
5,4,1,1,4,7,2,13.0,15.0,18.0,2.0,2.0,3.0,64.00000000000001,67.00000000000001,70.0,17.0,10001
5,4,1,1,4,7,2,0.0,0.0,1.0,0.0,1.0,2.0,64.00000000000001,67.00000000000001,70.0,2.0,10010
5,4,1,1,4,7,3,1.0,2.0,2.0,0.0,0.0,1.0,64.00000000000001,67.00000000000001,70.0,0.0,10011
5,4,1,1,4,7,2,1.0,1.0,2.0,2.0,4.0,5.0,64.00000000000001,67.00000000000001,70.0,0.0,10100
5,4,1,1,4,7,3,16.0,19.0,22.0,0.0,1.0,1.0,64.00000000000001,67.00000000000001,70.0,27.0,10101
5,4,1,1,4,7,3,0.0,0.0,1.0,0.0,0.0,1.0,64.00000000000001,67.00000000000001,70.0,1.0,10110
5,4,1,1,4,7,4,1.0,2.0,3.0,0.0,0.0,0.0,64.00000000000001,67.00000000000001,70.0,0.0,10111
5,4,1,1,4,7,2,0.0,0.0,0.0,1.0,1.0,2.0,64.00000000000001,67.00000000000001,70.0,0.0,11000
5,4,1,1,4,7,3,1.0,2.0,3.0,0.0,1.0,2.0,64.00000000000001,67.00000000000001,70.0,0.0,11001
5,4,1,1,4,7,3,0.0,0.0,0.0,0.0,0.0,0.0,64.00000000000001,67.00000000000001,70.0,0.0,11010
5,4,1,1,4,7,4,0.0,1.0,1.0,0.0,0.0,1.0,64.00000000000001,67.00000000000001,70.0,0.0,11011
5,4,1,1,4,7,3,0.0,0.0,0.25,0.0,0.0,1.0,64.00000000000001,67.00000000000001,70.0,0.0,11100
5,4,1,1,4,7,4,1.0,2.0,3.0,0.0,0.0,1.0,64.00000000000001,67.00000000000001,70.0,1.0,11101
5,4,1,1,4,7,4,0.0,0.0,0.0,0.0,0.0,0.0,64.00000000000001,67.00000000000001,70.0,0.0,11110
5,4,1,1,4,7,5,0.0,0.0,1.0,0.0,0.0,0.0,64.00000000000001,67.00000000000001,70.0,0.0,11111
4,1,0,0,0,2,0,80.75000000000001,83.0,86.0,14.000000000000002,17.000000000000004,18.999999999999993,14.000000000000002,17.000000000000004,19.0,100.0,0000
4,1,0,0,0,2,1,3.0,4.0,6.0,3.0,4.0,6.0,14.000000000000002,17.000000000000004,19.0,0.0,0001
4,1,0,0,0,2,1,1.0,2.0,2.0,1.0,1.5,3.0,14.000000000000002,17.000000000000004,19.0,0.0,0010
4,1,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,14.000000000000002,17.000000000000004,19.0,0.0,0011
4,1,0,0,0,2,1,7.000000000000001,8.0,10.0,7.000000000000001,8.0,10.0,14.000000000000002,17.000000000000004,19.0,0.0,0100
